Date,Roll_1Y,Roll_3Y,Roll_5Y
2017-06-29,-0.09066845000276569,0.4828115009789842,0.9846289637525336
2017-06-30,-0.08870045602776178,0.4837377118784534,0.9605369539384259
2017-07-03,-0.10434854450994235,0.48452763734705484,0.9744108859948821
2017-07-04,-0.09640984180120471,0.48709655197140433,0.9940913842148711
2017-07-05,-0.09693207339479382,0.4686080645470163,1.0024422582491672
2017-07-06,-0.10036194466184423,0.44419390471800235,1.0081634772822818
2017-07-07,-0.09874844370267177,0.4354760814891272,1.0337448372772435
2017-07-10,-0.09440771317092822,0.4359935304403888,1.0650988571682198
2017-07-11,-0.08573986122911714,0.4288077302766671,1.0509945773952496
2017-07-12,-0.08663927795408899,0.42987570961890564,1.06822944362733
2017-07-13,-0.09222431410230603,0.4181904270054373,1.0551931730184174
2017-07-14,-0.09381621970099663,0.4099580629060888,1.0552944473969346
2017-07-17,-0.08445290408255723,0.4046968193063374,1.055612526676581
2017-07-18,-0.07082321041821515,0.40373867233256755,1.069316744093078
2017-07-19,-0.07351907442109495,0.40503418189431284,1.0811426865514466
2017-07-20,-0.07538416092147715,0.3894540972784437,1.0533878608595568
2017-07-21,-0.07157801504152284,0.3777912951526219,1.063827189548241
2017-07-24,-0.07404556579259314,0.3559922891124623,1.0627737233691072
2017-07-25,-0.07581381314667679,0.3540140454480707,1.0325941963311602
2017-07-26,-0.07517006925770375,0.3540303980251538,1.0420931049791724
2017-07-27,-0.07960198655534856,0.3579949356206511,1.0452450783854723
2017-07-28,-0.07571737497052444,0.3455068528971761,1.040898345872673
2017-07-31,-0.07460627569709888,0.3446008176294144,1.041628167173919
2017-08-01,-0.07746272038748114,0.3408925182223064,1.0449014786893995
2017-08-02,-0.07445185220610795,0.3476668204980069,1.0339922360346128
2017-08-03,-0.07190928207545855,0.37491898441217253,1.0439481976740872
2017-08-04,-0.07353959503213203,0.37658134957625644,1.0273195574306997
2017-08-07,-0.08158124511350806,0.35529950494773344,1.0139668703688383
2017-08-08,-0.08258583327849278,0.3564380563537124,1.024781207920309
2017-08-09,-0.07743350225955825,0.3422400301048263,1.0233836316549563
2017-08-10,-0.06597038985228432,0.34232715271102077,1.0398248116442539
2017-08-11,-0.06237062163081686,0.31893843257922594,1.0384476506350615
2017-08-14,-0.0676310050005311,0.32447366586084225,1.0423094135774384
2017-08-16,-0.07007431630791783,0.3173513327446613,1.041932578865973
2017-08-17,-0.07009791318549374,0.3205104749737515,1.0438421186663516
2017-08-18,-0.07062311187041281,0.32785779314303487,1.043855761504266
2017-08-21,-0.067740146325727,0.3390063709990343,1.0307122987977997
2017-08-22,-0.06741905295925354,0.3393544367248633,1.0320400269088092
2017-08-23,-0.06990826250339266,0.3240841706810542,1.0170640054310827
2017-08-24,-0.06946690457232219,0.31914019519166414,1.0187196353802448
2017-08-28,-0.06808976362722463,0.3074200245199321,1.0163523699666173
2017-08-29,-0.06952212443362993,0.2990151314546021,1.0038577821983652
2017-08-30,-0.07369129651765993,0.2900888752892239,0.9868381034107414
2017-08-31,-0.07071016102160255,0.29944308431601097,0.9882343215668832
2017-09-01,-0.06997665814652487,0.2880375283358152,0.9864794322691721
2017-09-04,-0.06668870952682471,0.29030914622235415,0.9873823338546495
2017-09-05,-0.06431603246105033,0.2905308728641527,0.9982386536967911
2017-09-06,-0.06413661407803306,0.279840826617876,1.0003540836066627
2017-09-07,-0.0670075942309345,0.28134918254220675,0.9869956341315276
2017-09-08,-0.0691045893804274,0.2787223767566609,0.9647112750230606
2017-09-11,-0.06950919577151038,0.27665433661918337,0.9639477715002465
2017-09-12,-0.06709905792750592,0.26406221358177095,0.9717954131203359
2017-09-13,-0.05903014936558515,0.2652237315551398,0.9836836697259681
2017-09-14,-0.06384072992096534,0.24565664391391673,0.9610707892878665
2017-09-15,-0.06016476160550521,0.2458667671180883,0.9545707730708193
2017-09-18,-0.06628440533418822,0.24718792726263428,0.9517001004118102
2017-09-19,-0.06339544944761677,0.2389021617486109,0.942583812029727
2017-09-20,-0.06438698290903688,0.22456690301968574,0.9296438796078252
2017-09-21,-0.06290774623123574,0.22149910617327362,0.9326550750902167
2017-09-22,-0.05354928252241242,0.2336204416370693,0.9222406423362908
2017-09-25,-0.04608940475885981,0.23248433562145743,0.9196580524585736
2017-09-26,-0.049554227856002386,0.21611736888319166,0.9063832412776103
2017-09-27,-0.04386608068139197,0.19367952255808674,0.8938591133687721
2017-09-28,-0.04348112187921349,0.1829327151932043,0.8963923446524706
2017-09-29,-0.048555535205505373,0.16899911129097211,0.8815076754305209
2017-10-03,-0.05345317779110248,0.16003604776603075,0.8959305674164559
2017-10-04,-0.047811925647685216,0.15068175046854182,0.9074589533083537
2017-10-05,-0.055984126298736614,0.14237751279894195,0.9008340262538104
2017-10-06,-0.05227984057800783,0.12708092581067443,0.9029665964554856
2017-10-09,-0.049835509490251395,0.11933862803701878,0.8934367077322474
2017-10-10,-0.048268048862639246,0.10796667887530464,0.8995846338892242
2017-10-11,-0.04299543363332026,0.14070796043819844,0.8881510256843019
2017-10-12,-0.04622245475181597,0.1357176269560907,0.8759230221314072
2017-10-13,-0.04323690439808403,0.1385377778886654,0.8690227683027993
2017-10-16,-0.044678499589706266,0.13766546026940252,0.8695069600028726
2017-10-17,-0.05192555806035615,0.13741982396833463,0.8613645895633262
2017-10-18,-0.042252745880826836,0.15290131709773003,0.8713988296194572
2017-10-19,-0.037753179440031204,0.17681253817190679,0.8610899724767127
2017-10-23,-0.03083575986880449,0.18459362300911586,0.8717989919414091
2017-10-24,-0.03211322757346613,0.17664854654999185,0.8822963896504641
2017-10-25,-0.038864188765944,0.12002218955874189,0.8853841923298895
2017-10-26,-0.03773106087437883,0.11066934529142092,0.8901502130890702
2017-10-27,-0.03159464501453346,0.11807748160505604,0.8877410331701379
2017-10-30,-0.033592919623144146,0.10899478610734459,0.905537080915555
2017-10-31,-0.04142379739575697,0.11780162512981973,0.9153843079811246
2017-11-01,-0.04425596182807978,0.1035094188097263,0.9040961581229339
2017-11-02,-0.04454487103131388,0.1142154311082233,0.8781171143967841
2017-11-03,-0.047708993122818955,0.10187216764329876,0.8458620128134773
2017-11-06,-0.04521096705325811,0.0994198616133386,0.8406581727966453
2017-11-07,-0.046800211063573016,0.132431160653115,0.8133681398806103
2017-11-08,-0.0462311637929973,0.13828059411668625,0.809702691302153
2017-11-09,-0.053420824495920005,0.13138901427676708,0.8500906699510127
2017-11-10,-0.04818844387583243,0.11900089576107664,0.8669163733532046
2017-11-13,-0.04401241348175455,0.1148512396832726,0.8500348767315082
2017-11-14,-0.0408513651673299,0.10993571409736869,0.8311603485511005
2017-11-15,-0.025040166933955943,0.11055228503601877,0.8226893374201016
2017-11-16,-0.032477043525175775,0.11104247116490829,0.8364868844140712
2017-11-17,-0.041669144396668134,0.10339473321533066,0.7965815984025211
2017-11-20,-0.047016414162482256,0.09379514994516636,0.7835817132266305
2017-11-21,-0.04303488827898705,0.09623541318650553,0.7889620572620268
2017-11-22,-0.046250311091722285,0.08081513859318723,0.7819786869248877
2017-11-23,-0.053777303087365835,0.07713962680821917,0.7896033880876479
2017-11-24,-0.05394462863548921,0.07348940582046226,0.79336057408874
2017-11-27,-0.053388798339691235,0.06232282897826713,0.7827029333378075
2017-11-28,-0.05583154449912242,0.05889374232390843,0.7784847607794112
2017-11-29,-0.05443821140420191,0.05199878436659744,0.777469982891501
2017-11-30,-0.05393410038455526,0.044129290485675154,0.789058780714615
2017-12-01,-0.05386130940040457,0.045533050599195324,0.7933248347396891
2017-12-04,-0.05106725878178242,0.04084049111518917,0.7780175018859605
2017-12-05,-0.05591816044678999,0.028875653113216382,0.7525210088751209
2017-12-06,-0.0533741453245673,0.035685855017062895,0.7547515609522497
2017-12-07,-0.0581176017282139,0.037494708864429294,0.7643622107934944
2017-12-08,-0.057022001617024864,0.05706259020909288,0.7709225095050778
2017-12-11,-0.05577125354330725,0.0681724366078611,0.7561980982409149
2017-12-12,-0.05123637025699446,0.07087657764973843,0.7375155417534316
2017-12-13,-0.044339166452329604,0.07476049438551868,0.7377223074336743
2017-12-14,-0.044702345550901246,0.07264012437197853,0.7321438860489917
2017-12-15,-0.050524584600686095,0.0784707814399157,0.6745587275203944
2017-12-18,-0.05086323455469954,0.0788413480639849,0.6771253380634743
2017-12-19,-0.051238524551108444,0.06784319021245455,0.6714655418324451
2017-12-20,-0.05249585291782699,0.05768853713023425,0.6810111007576567
2017-12-21,-0.05479716076447816,0.05444326674124089,0.6978050605880566
2017-12-22,-0.059289443823369536,0.04919731927916371,0.708872568900603
2017-12-26,-0.05997259512626041,0.04742572460539418,0.7066905746215393
2017-12-27,-0.0603737663530135,0.05273968966635589,0.687919536999281
2017-12-28,-0.062471601661904685,0.041374921997465064,0.6768366847499059
2017-12-29,-0.06424706881882392,0.05035729868882721,0.6642506012524989
2018-01-01,-0.05968720912747405,0.05365937289341716,0.6501103626996003
2018-01-02,-0.05459741046639066,0.06028672790714551,0.6737974657919317
2018-01-03,-0.05450689211141868,0.07780288683028802,0.679759615369004
2018-01-04,-0.05865079284651786,0.08762307783536882,0.6697045359142577
2018-01-05,-0.06107516522498124,0.061911861760041376,0.6756480297638481
2018-01-08,-0.06033375356655157,0.05279899236087471,0.6860382263652354
2018-01-09,-0.05931474012212745,0.06670267797712182,0.7099697639055904
2018-01-10,-0.052364698067013604,0.06988269836606875,0.7212047605992593
2018-01-11,-0.0521749109434857,0.0598249939176283,0.7149994566398004
2018-01-12,-0.0488848436707483,0.06329722882139688,0.7174536771787525
2018-01-15,-0.0497796147740559,0.050207343151403405,0.7106807968431905
2018-01-16,-0.037019320932867084,0.05302765675125665,0.7443325910401373
2018-01-17,-0.043252229303053946,0.029451302198944207,0.732971330998458
2018-01-18,-0.03573508577565976,0.03227470785972253,0.736690279012743
2018-01-19,-0.03828269959609343,0.021590325935737953,0.7127542169524159
2018-01-22,-0.03928623026296574,0.01308396880521645,0.7137061148870338
2018-01-23,-0.04198370955243891,0.0119514861024832,0.7003658594148372
2018-01-24,-0.03556540684280396,0.007838241767418319,0.7189714521189678
2018-01-25,-0.0420493775584041,-0.0037528208592660928,0.7052236073157188
2018-01-29,-0.030800578390837385,0.016221068020166873,0.7345731874180066
2018-01-30,-0.029212462932813432,0.006136335233053236,0.7427796122415304
2018-01-31,-0.025453905103373975,0.0018389414741137866,0.7489233423493782
2018-02-01,-0.01494492447625051,0.011336263985151973,0.7525320674027722
2018-02-02,-0.007757019026206402,0.03362531060961094,0.7504679401020042
2018-02-05,-0.012306549631375674,0.02481663995270611,0.742469272497915
2018-02-06,-0.0065567179076704285,0.026542642482204837,0.7356048600800096
2018-02-07,-0.007328904917658141,0.03425284351679658,0.7331372812528052
2018-02-08,-0.005573103712859684,0.03554566319643815,0.745364401207901
2018-02-09,-0.004071992923364798,0.03634040806215477,0.7362127254668647
2018-02-12,-0.0053983687551679704,0.05309916276148585,0.7453742851632301
2018-02-14,-0.0042296466066058525,0.0543962720258806,0.7565146161496519
2018-02-15,-0.005609821400233805,0.04003159910581955,0.7826768460305322
2018-02-16,-0.0032889485375156013,0.051568080789504034,0.8071521843086771
2018-02-19,-0.006333334056693785,0.03554281031973483,0.7906815964362461
2018-02-20,-0.005455350737001874,0.02887139946450601,0.7833283542743721
2018-02-21,-0.008792532536726627,0.026191784433070797,0.8018749862838097
2018-02-22,-0.008366052441228566,0.025833171676314937,0.8037132667847329
2018-02-23,-0.010746480681012471,0.03341581342537081,0.7979872782816786
2018-02-26,-0.010584397368335496,0.048226432693034615,0.8123236950966426
2018-02-27,-0.005532790418202538,0.0626714955963592,0.8284691255665124
2018-02-28,-0.002018778157567347,0.05482576179931309,0.8326564728610251
2018-03-01,0.0021300886643300654,0.038552273563099426,0.8293588854988978
2018-03-05,0.0021783048970014374,0.03409948872168611,0.8227436594188371
2018-03-06,0.006739538564598524,0.03957144885917807,0.818005529027741
2018-03-07,0.012288598341183787,0.049001984086161965,0.8174729425763401
2018-03-08,0.006474301417460193,0.042907440634170735,0.8030119110066556
2018-03-09,0.006975230706611102,0.05016166073568473,0.7936398521006733
2018-03-12,0.007397350943175729,0.044017179771720816,0.8063848308480448
2018-03-13,-0.002035419613201972,0.03543968300387568,0.7843360707790055
2018-03-14,-0.0069465844546641176,0.04075524509981365,0.771987573008438
2018-03-15,-0.009301213278772424,0.03144491459512455,0.7854373534111165
2018-03-16,-0.009589423463440827,0.03575459648102086,0.7867215175025333
2018-03-19,-0.004880867614603934,0.03996881148247855,0.7808227796929443
2018-03-20,-0.0005056124435569576,0.04585559852304999,0.775440387965979
2018-03-21,0.0006661663342342194,0.02358657395716146,0.7913280310276574
2018-03-22,-0.0001426869862835023,0.010703185002359117,0.7850157357660308
2018-03-23,0.0064728476046524985,0.021013609145466683,0.7929176914023024
2018-03-26,-0.0010519813744582773,0.004470405508018471,0.7864670105566396
2018-03-27,-0.005454631981292257,-0.003330973810979243,0.7618550009026757
2018-03-28,0.002156960592875734,-0.0072191801249970045,0.7630705701353386
2018-04-02,0.010791415949447547,0.002049396207733478,0.7765307994135335
2018-04-03,0.006859320883837228,-0.014612241940824777,0.7694832053548912
2018-04-04,0.010732255116281175,-0.010541858936551574,0.773014791586768
2018-04-05,0.007900877843746379,-0.024808567253075342,0.773019534587835
2018-04-06,0.003957931357377209,-0.02825659370972078,0.7709140165683972
2018-04-09,0.0011478319383746438,-0.032057582739790424,0.7683406120352383
2018-04-10,0.001224377511643171,-0.03432537297440952,0.7505389011530288
2018-04-11,0.008847825425341904,-0.017473705083765445,0.792155828992072
2018-04-12,0.011020570871117519,-0.011880959952947023,0.7947447968785641
2018-04-13,0.011370290098904778,-0.01119185044519111,0.8016874543452914
2018-04-16,0.018790540632997788,-0.0008150834852582722,0.8069235904818499
2018-04-17,0.021894493772761425,-0.008005916699188376,0.8013032726926594
2018-04-18,0.021556821524760794,-0.008215594504527024,0.79669243123622
2018-04-19,0.01997865464416093,-0.022380881022191934,0.7873458165089033
2018-04-20,0.02766876759192627,-0.022212439170423703,0.8078184270367834
2018-04-23,0.03185789609979994,-0.028867893602537276,0.8356231254607569
2018-04-24,0.03019364524465762,-0.03335776077508368,0.8282682654005575
2018-04-25,0.03782888190167566,-0.022169731446714858,0.8306261660368093
2018-04-26,0.0400755502818686,-0.03296947319112675,0.8270342630679917
2018-04-27,0.035818636385859026,-0.032367385155908535,0.8061857884995249
2018-04-30,0.04139218690096058,-0.026118070626293788,0.8257722099054674
2018-05-02,0.0416284876025137,-0.012799165007689295,0.8287997911362104
2018-05-03,0.03705731480161334,-0.014998487935092397,0.8160750575263407
2018-05-04,0.038007349832823945,-0.01137757513431481,0.8058873772085051
2018-05-07,0.03515764918177444,0.00043465675787701663,0.8043041237165123
2018-05-08,0.026064465069890463,-0.0032799877113465215,0.7981878139347582
2018-05-09,0.031597397470346955,-0.012282638879499652,0.8074461788012779
2018-05-10,0.03206612179519164,0.005985037319233388,0.7951201493954105
2018-05-11,0.03335159397637755,0.010894482017515195,0.8309779838764513
2018-05-14,0.03819758136923035,0.04442005762411316,0.843121056917822
2018-05-15,0.03819796993085656,0.07987740584165004,0.8356606084737934
2018-05-16,0.04391581343432249,0.06919323808504263,0.8624322826338386
2018-05-17,0.04053982185457894,0.043579692436420236,0.8548950144173353
2018-05-18,0.04852236615063488,0.03912883181650417,0.8395419150691166
2018-05-21,0.051601836393507794,0.03337870839504231,0.8329937358598727
2018-05-22,0.05059956385501119,0.027885877819833427,0.8470338667848383
2018-05-23,0.04672425595560137,0.046497766827763964,0.866751306429506
2018-05-24,0.049987754298553844,0.07854215625429184,0.855655290213921
2018-05-25,0.05212757672127921,0.06380551659317368,0.8847683760588789
2018-05-28,0.04134131611723979,0.04646865625601326,0.8684583283740235
2018-05-29,0.04488689567941684,0.05326909644100075,0.8698243403314736
2018-05-30,0.05211550147471433,0.05062272362272391,0.8760898249496241
2018-05-31,0.05999466556384858,0.036946434569299136,0.8868517131550919
2018-06-01,0.05323761130813254,0.039847123336770984,0.8706514030503012
2018-06-04,0.058336032126079074,0.04430392237441483,0.8466634849798387
2018-06-05,0.062447930575778576,0.04607498610176686,0.8266518699954715
2018-06-06,0.05995697553396795,0.04677445201237962,0.8244804465630462
2018-06-07,0.05676651529293353,0.04390313777541488,0.8106918685416775
2018-06-08,0.054467901123703255,0.03784279403162083,0.7984145781515621
2018-06-11,0.05206038378976108,0.025474766261411874,0.788221099364083
2018-06-12,0.05427582997350133,0.02469091373972443,0.7858438113515818
2018-06-13,0.056841299870069806,0.024838432046839554,0.7788046354186979
2018-06-14,0.06018435283080925,0.029015026717406966,0.774247665650962
2018-06-15,0.06367917871816053,0.024710595400672997,0.7754728988893929
2018-06-18,0.06084810177731015,0.018064010391837693,0.7651341320802956
2018-06-19,0.0585032738640785,0.02480086125923009,0.7567263839787683
2018-06-20,0.05781944919814319,0.02959624467305666,0.7466289089838452
2018-06-21,0.05715324622919349,0.028270099562269113,0.7413360116308578
2018-06-22,0.05744639590211209,0.020881871788674733,0.7499178415453602
2018-06-25,0.06194002665650267,0.03649971953936326,0.7492274645133885
2018-06-26,0.0655861108532203,0.05594658943840103,0.7507807390159371
2018-06-27,0.06778228307325485,0.04909847009646917,0.7438356861444155
2018-06-28,0.06831267825282827,0.058308501116608014,0.7509361998997162
2018-06-29,0.06702385095850638,0.06887383339842112,0.7515384956474807
2018-07-02,0.06989940931594751,0.06793771251133851,0.7456189179147812
2018-07-03,0.07422706086543607,0.06283929604829419,0.7393915523278096
2018-07-04,0.0775773522526857,0.04677757801056792,0.7461746381808096
2018-07-05,0.08518831844600472,0.04178216131667556,0.7181803809026097
2018-07-06,0.08144354652693764,0.03672438692882207,0.7199590502818967
2018-07-09,0.08055690553505435,0.03633545522203341,0.6834835179790644
2018-07-10,0.08063631456269671,0.03384798581002535,0.692321464896009
2018-07-11,0.08368114911620772,0.04384510093030003,0.7106130790280387
2018-07-12,0.08001050548043054,0.04269400840368487,0.7102895510766616
2018-07-13,0.08169955277275842,0.04062379186942944,0.7130460624382815
2018-07-16,0.0884974694544538,0.06013113775974355,0.7074254899710084
2018-07-17,0.08517383117099642,0.041620415880466055,0.6995136460621869
2018-07-18,0.087757967514694,0.03620344509932605,0.714607292050391
2018-07-19,0.08032201018620344,0.01953662595747674,0.7152071064900589
2018-07-20,0.06645748115617311,0.025143059455343453,0.6881718418467302
2018-07-23,0.06460481578953381,0.015740071967155655,0.6648787036565742
2018-07-24,0.06434290932122444,0.008724684325224885,0.6562667065008587
2018-07-25,0.05700427709569844,0.010531178558433885,0.6513857411997317
2018-07-26,0.05388701747958202,0.006471120581015066,0.677470146330807
2018-07-27,0.05229837797795578,-0.0024586493715332836,0.693160306774788
2018-07-30,0.05193413944894809,-0.007404978971129017,0.7225657991806722
2018-07-31,0.05840804093099616,0.0005396377293231946,0.73871364662075
2018-08-01,0.058797746505707016,0.0037107851907951517,0.741742338161318
2018-08-02,0.056905490874548104,-0.0048639249657072,0.7439041709454606
2018-08-03,0.05579622205578727,-0.013152159473018621,0.7281341610377909
2018-08-06,0.050939938832296194,-0.026832816085681888,0.7091248383162476
2018-08-07,0.047302675712526776,-0.019007311506470614,0.7017640562765686
2018-08-08,0.04874717044626098,-0.019173938939617274,0.6913117568826186
2018-08-09,0.050140010663694445,-0.03207249267960255,0.689847533493908
2018-08-10,0.05065417061935262,-0.03167875765398498,0.6814828173218044
2018-08-13,0.050049492044463184,-0.032977820677814185,0.6971376639620575
2018-08-14,0.04107482964563025,-0.043070329987610956,0.6898941002639791
2018-08-16,0.04091762991016101,-0.05317800266605022,0.7009533061599833
2018-08-17,0.04181713630118633,-0.05612722750127497,0.6999998061086816
2018-08-20,0.04592826567639463,-0.05253555958434797,0.6822946470859632
2018-08-21,0.04846315267009271,-0.056349449938814855,0.6730378392013963
2018-08-23,0.055187795473680135,-0.06963309591977529,0.7094223709215348
2018-08-24,0.0576624553441587,-0.06947059585332904,0.718824886654494
2018-08-27,0.05641699847426174,-0.06114250863477899,0.7161594408011362
2018-08-28,0.0638511582104071,-0.05914199271653198,0.730457759786356
2018-08-29,0.06068165201499687,-0.06598162914399586,0.7336532886118738
2018-08-30,0.059709931355350854,-0.06216176904291548,0.7231010612162243
2018-08-31,0.06391068807996958,-0.04693540917008154,0.7407634030249182
2018-09-03,0.06173951928949162,-0.043962908010209745,0.726896064517804
2018-09-04,0.0586552420400015,-0.04567675807751459,0.7494669291409233
2018-09-05,0.056651431812669184,-0.05181515119822566,0.7715372697418412
2018-09-06,0.05712520845114066,-0.07278586691478073,0.7974317448461195
2018-09-07,0.05889903833516108,-0.07463232044748058,0.800310927146457
2018-09-10,0.05712098486286443,-0.07500224459020322,0.7886815954716551
2018-09-11,0.06255010312557419,-0.061296962654498355,0.801087047252961
2018-09-12,0.06785633615585418,-0.018630223938462365,0.8210611284576834
2018-09-14,0.06620170785539625,-0.029002418420424725,0.8256562796285611
2018-09-17,0.0690694129263929,-0.04112382751074817,0.8156905399722993
2018-09-18,0.07072151430672835,-0.039347677212542065,0.7774929607262901
2018-09-19,0.07513777916248987,-0.03617596636187148,0.7538460028847447
2018-09-21,0.0783239217636631,-0.021710200253724388,0.7516406215106901
2018-09-24,0.07764688586583013,-0.012510602467626475,0.7242167892043718
2018-09-25,0.08138051909327837,-0.0146140741193308,0.7517954917531116
2018-09-26,0.07847842023274243,-0.01793272015763825,0.7781916861678408
2018-09-27,0.08072260096162864,-0.005403655686370357,0.7817203242268147
2018-09-28,0.07549800713883426,0.010792372676182937,0.7990391831201524
2018-10-01,0.07033052906598014,0.017714318893684355,0.7752245055694171
2018-10-03,0.06903256171571792,0.00549475967998414,0.7386688190993116
2018-10-04,0.0666214275512067,0.0016497246551314682,0.718879672173669
2018-10-05,0.07049088249146807,-0.002455316543906738,0.7432873077564928
2018-10-08,0.08047537764587442,0.009616713572121682,0.7433200782848624
2018-10-09,0.08027341343037897,0.00936144799032701,0.739442748530108
2018-10-10,0.07039303121546614,0.016176700922637233,0.7323526438245578
2018-10-11,0.07199928822005996,0.026347303135267675,0.6946199201752163
2018-10-12,0.07411124280201187,0.021291748123951404,0.7085988154507188
2018-10-15,0.06787276198869452,0.001998814074708477,0.6983000197663567
2018-10-16,0.06649963935834835,-0.006766689236381573,0.7048240878295666
2018-10-17,0.06823892656432307,0.0034379881262271983,0.7014235008670091
2018-10-19,0.065960227246464,-0.017015152721847393,0.6812534882563666
2018-10-22,0.06250642506625459,-0.013546907540122,0.6566805377799794
2018-10-23,0.05974639979086349,-0.024532525851743925,0.667633139231522
2018-10-24,0.05976460454828525,-0.025276322409965246,0.6755085222332804
2018-10-25,0.06055367856999627,0.0074863217725129605,0.6855913784062919
2018-10-26,0.0601135826293,0.012700064100888753,0.6746519959516801
2018-10-29,0.0523416404122472,0.007013180840731659,0.7025013558307629
2018-10-30,0.05208663186608464,-0.0022059282911062184,0.6863270737244718
2018-10-31,0.06229777716916263,0.0028730028500261184,0.6635769199812429
2018-11-01,0.05835192546812529,-0.007915524651403105,0.6509495024533902
2018-11-02,0.054706264518302405,-0.012291867198444661,0.6444359391838321
2018-11-05,0.059358111514752454,-0.011342254452813005,0.6473218369851053
2018-11-06,0.059269008263763134,-0.0010414292780398515,0.6260267262131476
2018-11-07,0.05575379800342184,-0.003287905150381132,0.5874564204546009
2018-11-09,0.055084649133690156,0.0017879495793047262,0.5965504639845407
2018-11-12,0.06724162704558778,0.014285658269467927,0.6276725344904182
2018-11-13,0.05973815040161812,0.002849941420049573,0.6139590798655659
2018-11-14,0.05736704003045834,0.006392130135861374,0.5987353956645882
2018-11-15,0.05044587918815091,-0.004141160370517927,0.5942565381621767
2018-11-16,0.04624987211230558,-0.012079320655532522,0.5770928011720489
2018-11-19,0.040482018848432166,-0.02888322298191426,0.5571458181456135
2018-11-20,0.05005010772530272,-0.023696235580933145,0.5880067018963784
2018-11-21,0.051333504249514106,-0.0237724755689539,0.584081156193279
2018-11-22,0.05775591624412302,-0.01693211170887654,0.597697185683947
2018-11-26,0.05266919116762303,-0.026591674208264804,0.6076959785417253
2018-11-27,0.05246440110675321,-0.02997941462648046,0.6071273132792516
2018-11-28,0.05273638812175385,-0.0349685222150915,0.6095376571674602
2018-11-29,0.041935187123658846,-0.04551849059072888,0.583920468275855
2018-11-30,0.039163665074838816,-0.049095557280988356,0.5801541388162947
2018-12-03,0.03690043857502867,-0.056145835836488356,0.5939489267209195
2018-12-04,0.03787530086499158,-0.051562251562372596,0.596400026312687
2018-12-05,0.04866599265643068,-0.037018363272088184,0.6280725771705069
2018-12-06,0.06246084848066902,-0.01637918623534529,0.6541227484003418
2018-12-07,0.05595215735036485,-0.023171792307385974,0.6368951260058178
2018-12-10,0.07507524919614961,0.0013402374760436153,0.6864121376387429
2018-12-11,0.0666661206959338,-0.010116818205549327,0.6767562889989862
2018-12-12,0.047011776292926744,-0.03992360293197339,0.6280220744345801
2018-12-13,0.043265962406593195,-0.050014871999389365,0.6429750500434204
2018-12-14,0.038217092174189116,-0.050746515425794,0.6183994612728274
2018-12-17,0.033232004468725984,-0.05527999171623432,0.6041891250170559
2018-12-18,0.031497621144893406,-0.05523064543634315,0.5800781680986395
2018-12-19,0.02257542762163056,-0.0638072619379626,0.5619246007006082
2018-12-20,0.022491047607087422,-0.06258170738219881,0.5552178213405043
2018-12-21,0.03582063423194903,-0.04373066611878418,0.5818211188890883
2018-12-24,0.04558018485893833,-0.03054670616437738,0.6054889042498586
2018-12-26,0.04457517873700634,-0.03762489399669233,0.6063909283505546
2018-12-27,0.039576317217678514,-0.04490684939920131,0.6050603269096286
2018-12-28,0.032407418982310476,-0.059425753406575854,0.5938521617563526
2018-12-31,0.030491090750037864,-0.06466468022419036,0.5853966802013248
2019-01-01,0.02950433089055704,-0.06794437297115885,0.5749865648968717
2019-01-02,0.03943808261961779,-0.05863615157217028,0.6070051091943032
2019-01-03,0.049385325887959186,-0.04639644194798076,0.5988890841570285
2019-01-04,0.04347559688304292,-0.05141550519322857,0.5932887415453063
2019-01-07,0.0425319032433773,-0.05253338758947668,0.5874628260369281
2019-01-08,0.03772686277247972,-0.054741701563722156,0.5988014298706335
2019-01-09,0.035335931711253155,-0.05791373355749463,0.5791882347659036
2019-01-10,0.032509220630435376,-0.05716084034472857,0.585916687543812
2019-01-11,0.03641538030516345,-0.052440615045547645,0.5943474407395257
2019-01-14,0.042795027997793555,-0.04293529835929388,0.6331451152933667
2019-01-15,0.03359001224948277,-0.05848037345543333,0.611727520900343
2019-01-16,0.0340067626296543,-0.05830556327626635,0.624945125882824
2019-01-17,0.033469800390851345,-0.05934371675243422,0.6015611860158698
2019-01-18,0.03316098150621516,-0.05592894768336332,0.6069346159940714
2019-01-21,0.0329400616420632,-0.05691836374268955,0.6010929578744328
2019-01-22,0.03472585317501442,-0.048865589290179035,0.5937163479899346
2019-01-23,0.04319629284130122,-0.04330936340626579,0.5983638289610305
2019-01-24,0.03558455152245488,-0.042586491954401895,0.5901645617066804
2019-01-25,0.04734252188816912,-0.029951697237012187,0.6006874491032557
2019-01-28,0.05677380428224932,-0.017280881479358357,0.5959296223928279
2019-01-29,0.06141046481241508,-0.012198912614993063,0.5916289785601481
2019-01-30,0.05949276967349637,-0.014086310468070629,0.5958156652174313
2019-01-31,0.04957601556123048,-0.036660872718371484,0.5737412562774504
2019-02-01,0.04221875266367081,-0.04483815300029925,0.5714765010026768
2019-02-04,0.043313138522915406,-0.04837521969365599,0.5672147365391729
2019-02-05,0.036052616543748806,-0.05764086195442597,0.5676810879198431
2019-02-06,0.026209062895472313,-0.07909343831613835,0.5495855280411235
2019-02-07,0.022891672923544992,-0.07535540513546968,0.5379363149581111
2019-02-08,0.028912091299193032,-0.06469319016340735,0.561442035707006
